Entity,Code,Year,milexgdp
Japan,JPN,1998,0.95152986
Japan,JPN,1999,1.001776
Japan,JPN,2000,1.0134461
Japan,JPN,2001,1.0735648
Japan,JPN,2002,0.96941924
Japan,JPN,2003,0.8972016
Japan,JPN,2004,0.82931185
Japan,JPN,2005,0.89109045
Japan,JPN,2006,0.82509995
Japan,JPN,2007,0.7355196
Japan,JPN,2008,0.84507465
Japan,JPN,2009,1.0290955
Japan,JPN,2010,0.9723773
Japan,JPN,2011,1.0132114
Japan,JPN,2012,1.1031622
Japan,JPN,2013,0.9922851
Japan,JPN,2014,0.8205336
Japan,JPN,2015,0.7655266
Japan,JPN,2016,0.9071719
Japan,JPN,2017,0.79880023
Japan,JPN,2018,1.0259354
Japan,JPN,2019,0.856925
Russia,RUS,1816,1.2959201
Russia,RUS,1817,1.1022509
Russia,RUS,1818,1.2813035
Russia,RUS,1819,1.348544
Russia,RUS,1820,1.7425783
Russia,RUS,1821,1.6636243
Russia,RUS,1822,1.72739
Russia,RUS,1823,1.589894
Russia,RUS,1824,1.5693072
Russia,RUS,1825,1.416193
Russia,RUS,1826,1.3296224
Russia,RUS,1827,1.5097588
Russia,RUS,1828,1.556288
Russia,RUS,1829,1.4952488
Russia,RUS,1830,1.4223074
Russia,RUS,1831,1.4619548
Russia,RUS,1832,2.0411217
Russia,RUS,1833,1.6983298
Russia,RUS,1834,1.8163562
Russia,RUS,1835,2.1126611
Russia,RUS,1836,1.6539894
Russia,RUS,1837,2.3797047
Russia,RUS,1838,2.2010727
Russia,RUS,1839,2.3492098
Russia,RUS,1840,2.5801203
Russia,RUS,1841,2.9942572
Russia,RUS,1842,2.760988
Russia,RUS,1843,3.28131
Russia,RUS,1844,2.6869264
Russia,RUS,1845,3.187922
Russia,RUS,1846,3.1295166
Russia,RUS,1847,3.1984317
Russia,RUS,1848,3.6926277
Russia,RUS,1849,3.8916826
Russia,RUS,1850,3.3707705
Russia,RUS,1851,3.4845297
Russia,RUS,1852,3.8210993
Russia,RUS,1853,3.965538
Russia,RUS,1854,5.168166
Russia,RUS,1855,5.308177
Russia,RUS,1856,5.6627064
Russia,RUS,1857,3.2304513
Russia,RUS,1858,3.06848
Russia,RUS,1859,3.3067808
Russia,RUS,1860,2.915363
Russia,RUS,1861,3.1786222
Russia,RUS,1862,3.2373462
Russia,RUS,1863,3.514688
Russia,RUS,1864,3.6137104
Russia,RUS,1865,2.5905206
Russia,RUS,1866,2.2311096
Russia,RUS,1867,1.9073443
Russia,RUS,1868,1.9915154
Russia,RUS,1869,2.2203286
Russia,RUS,1870,2.0772364
Russia,RUS,1871,1.9479835
Russia,RUS,1872,2.4198153
Russia,RUS,1873,2.4031374
Russia,RUS,1874,2.6263182
Russia,RUS,1875,3.0621529
Russia,RUS,1876,3.9983141
Russia,RUS,1877,4.814063
Russia,RUS,1878,4.6155787
Russia,RUS,1879,3.60242
Russia,RUS,1880,2.5090883
Russia,RUS,1881,2.6065035
Russia,RUS,1882,2.4879823
Russia,RUS,1883,1.8856244
Russia,RUS,1884,2.0634387
Russia,RUS,1885,2.024543
Russia,RUS,1886,2.2317991
Russia,RUS,1887,1.6985167
Russia,RUS,1888,1.9490414
Russia,RUS,1889,2.2433753
Russia,RUS,1890,2.4904335
Russia,RUS,1891,2.6503596
Russia,RUS,1892,2.4719813
Russia,RUS,1893,1.9361857
Russia,RUS,1894,2.4582875
Russia,RUS,1895,2.6729937
Russia,RUS,1896,2.2873526
Russia,RUS,1897,2.6173165
Russia,RUS,1898,2.467228
Russia,RUS,1899,2.8443077
Russia,RUS,1900,2.792461
Russia,RUS,1901,2.4583604
Russia,RUS,1902,2.6145716
Russia,RUS,1903,2.4801111
Russia,RUS,1904,3.1084557
Russia,RUS,1905,4.7865434
Russia,RUS,1906,3.856586
Russia,RUS,1907,3.216184
Russia,RUS,1908,2.9213853
Russia,RUS,1909,2.9601347
Russia,RUS,1910,3.1085103
Russia,RUS,1911,2.8404834
Russia,RUS,1912,3.2632284
Russia,RUS,1913,4.9007154
Russia,RUS,1914,8.610935
Russia,RUS,1915,18.810425
Russia,RUS,1916,26.102983
Russia,RUS,1917,21.351719
Russia,RUS,1918,8.902331
Russia,RUS,1919,10.076647
Russia,RUS,1920,10.155758
Russia,RUS,1921,14.156378
Russia,RUS,1922,12.361647
Russia,RUS,1923,10.683288
Russia,RUS,1924,10.0779
Russia,RUS,1925,13.915685
Russia,RUS,1926,12.078608
Russia,RUS,1927,12.552253
Russia,RUS,1928,12.839143
Russia,RUS,1929,14.327593
Russia,RUS,1930,17.110676
Russia,RUS,1931,16.393665
Russia,RUS,1932,13.871701
Russia,RUS,1933,13.427178
Russia,RUS,1934,19.561974
Russia,RUS,1935,17.233286
Russia,RUS,1936,14.941244
Russia,RUS,1937,14.553775
Russia,RUS,1938,18.107288
Russia,RUS,1939,21.215597
Russia,RUS,1940,20.152456
Russia,RUS,1941,22.528385
Russia,RUS,1942,22.257795
Russia,RUS,1943,23.207323
Russia,RUS,1944,21.372965
Russia,RUS,1945,25.135952
Russia,RUS,1946,20.570745
Russia,RUS,1947,18.113617
Russia,RUS,1948,20.76447
Russia,RUS,1949,26.337866
Russia,RUS,1950,28.26546
Russia,RUS,1951,29.6494
Russia,RUS,1952,32.82842
Russia,RUS,1953,36.533173
Russia,RUS,1954,35.019676
Russia,RUS,1955,45.87972
Russia,RUS,1956,46.59303
Russia,RUS,1957,32.182117
Russia,RUS,1958,31.499636
Russia,RUS,1959,33.745613
Russia,RUS,1960,42.82937
Russia,RUS,1961,46.384655
Russia,RUS,1962,47.0878
Russia,RUS,1963,52.983856
Russia,RUS,1964,47.16077
Russia,RUS,1965,46.39641
Russia,RUS,1966,41.38743
Russia,RUS,1967,43.83424
Russia,RUS,1968,36.822365
Russia,RUS,1969,34.14074
Russia,RUS,1970,30.763474
Russia,RUS,1971,34.881176
Russia,RUS,1972,25.871218
Russia,RUS,1973,21.360367
Russia,RUS,1974,23.898357
Russia,RUS,1975,27.675816
Russia,RUS,1976,31.134155
Russia,RUS,1977,33.73597
Russia,RUS,1978,29.470821
Russia,RUS,1979,8.108224
Russia,RUS,1980,6.451024
Russia,RUS,1981,9.468694
Russia,RUS,1982,8.711598
Russia,RUS,1983,11.767309
Russia,RUS,1984,25.177061
Russia,RUS,1985,21.550608
Russia,RUS,1986,27.794588
Russia,RUS,1987,28.723082
Russia,RUS,1988,21.897072
Russia,RUS,1989,22.74147
Russia,RUS,1990,22.339516
Russia,RUS,1991,19.959839
Russia,RUS,1992,9.75151
Russia,RUS,1993,5.829674
Russia,RUS,1994,6.662255
Russia,RUS,1995,6.428863
Russia,RUS,1996,6.3404927
Russia,RUS,1997,4.707615
Russia,RUS,1998,2.9256954
Russia,RUS,1999,3.5356693
Russia,RUS,2000,3.9698775
Russia,RUS,2001,5.1487355
Russia,RUS,2002,5.3586144
Russia,RUS,2003,6.460775
Russia,RUS,2004,4.489651
Russia,RUS,2005,3.3656664
Russia,RUS,2006,2.752973
Russia,RUS,2007,2.508433
Russia,RUS,2008,2.6220615
Russia,RUS,2009,2.4970195
Russia,RUS,2010,3.0585778
Russia,RUS,2011,3.2884486
Russia,RUS,2012,4.150948
Russia,RUS,2013,4.517293
Russia,RUS,2014,4.5659423
Russia,RUS,2015,3.825029
Russia,RUS,2016,3.5896156
Russia,RUS,2017,3.5402465
Russia,RUS,2018,3.028209
Russia,RUS,2019,3.602548
United Kingdom,GBR,1816,2.5319445
United Kingdom,GBR,1817,2.2032504
United Kingdom,GBR,1818,2.1511242
United Kingdom,GBR,1819,1.8896646
United Kingdom,GBR,1820,1.8148448
United Kingdom,GBR,1821,1.6822051
United Kingdom,GBR,1822,1.6636455
United Kingdom,GBR,1823,1.7857118
United Kingdom,GBR,1824,2.0968978
United Kingdom,GBR,1825,1.5883996
United Kingdom,GBR,1826,1.7634183
United Kingdom,GBR,1827,1.7289116
United Kingdom,GBR,1828,1.7041532
United Kingdom,GBR,1829,1.6647888
United Kingdom,GBR,1830,1.5276635
United Kingdom,GBR,1831,1.6658006
United Kingdom,GBR,1832,1.9657478
United Kingdom,GBR,1833,1.5246235
United Kingdom,GBR,1834,1.2430503
United Kingdom,GBR,1835,1.1147269
United Kingdom,GBR,1836,1.1589752
United Kingdom,GBR,1837,1.1500025
United Kingdom,GBR,1838,1.2348088
United Kingdom,GBR,1839,1.3360599
United Kingdom,GBR,1840,1.7175843
United Kingdom,GBR,1841,1.6710436
United Kingdom,GBR,1842,1.7042177
United Kingdom,GBR,1843,1.6298432
United Kingdom,GBR,1844,1.4774444
United Kingdom,GBR,1845,1.721156
United Kingdom,GBR,1846,1.7407968
United Kingdom,GBR,1847,1.6327683
United Kingdom,GBR,1848,2.0451117
United Kingdom,GBR,1849,1.8756592
United Kingdom,GBR,1850,1.6661872
United Kingdom,GBR,1851,1.5284362
United Kingdom,GBR,1852,1.7616751
United Kingdom,GBR,1853,2.0019243
United Kingdom,GBR,1854,3.7027166
United Kingdom,GBR,1855,3.8748357
United Kingdom,GBR,1856,3.0352132
United Kingdom,GBR,1857,2.1868112
United Kingdom,GBR,1858,2.3521187
United Kingdom,GBR,1859,2.2948399
United Kingdom,GBR,1860,2.3850522
United Kingdom,GBR,1861,2.5013824
United Kingdom,GBR,1862,2.2916188
United Kingdom,GBR,1863,2.5688922
United Kingdom,GBR,1864,2.4578092
United Kingdom,GBR,1865,1.5002941
United Kingdom,GBR,1866,1.7300245
United Kingdom,GBR,1867,1.8172143
United Kingdom,GBR,1868,1.7528033
United Kingdom,GBR,1869,1.4575126
United Kingdom,GBR,1870,1.3441442
United Kingdom,GBR,1871,1.1153032
United Kingdom,GBR,1872,1.2168013
United Kingdom,GBR,1873,1.408412
United Kingdom,GBR,1874,1.1143836
United Kingdom,GBR,1875,1.1317829
United Kingdom,GBR,1876,1.5988909
United Kingdom,GBR,1877,1.36066
United Kingdom,GBR,1878,1.5873514
United Kingdom,GBR,1879,1.4802175
United Kingdom,GBR,1880,1.2438772
United Kingdom,GBR,1881,1.1299142
United Kingdom,GBR,1882,1.1425412
United Kingdom,GBR,1883,1.301116
United Kingdom,GBR,1884,1.5863991
United Kingdom,GBR,1885,1.5666323
United Kingdom,GBR,1886,1.6869264
United Kingdom,GBR,1887,1.465216
United Kingdom,GBR,1888,1.6116958
United Kingdom,GBR,1889,1.5571558
United Kingdom,GBR,1890,1.5257597
United Kingdom,GBR,1891,1.6277575
United Kingdom,GBR,1892,1.5571765
United Kingdom,GBR,1893,1.7205504
United Kingdom,GBR,1894,1.5851712
United Kingdom,GBR,1895,1.8440257
United Kingdom,GBR,1896,1.9015884
United Kingdom,GBR,1897,1.6048133
United Kingdom,GBR,1898,2.1726053
United Kingdom,GBR,1899,2.7484403
United Kingdom,GBR,1900,4.4404616
United Kingdom,GBR,1901,3.4299777
United Kingdom,GBR,1902,3.4983444
United Kingdom,GBR,1903,3.0229955
United Kingdom,GBR,1904,2.5234401
United Kingdom,GBR,1905,2.4109383
United Kingdom,GBR,1906,1.9179413
United Kingdom,GBR,1907,1.9163672
United Kingdom,GBR,1908,1.7697321
United Kingdom,GBR,1909,2.3057756
United Kingdom,GBR,1910,2.0123246
United Kingdom,GBR,1911,2.424648
United Kingdom,GBR,1912,2.5542815
United Kingdom,GBR,1913,4.039204
United Kingdom,GBR,1914,7.521269
United Kingdom,GBR,1915,16.924557
United Kingdom,GBR,1916,27.454689
United Kingdom,GBR,1917,24.424515
United Kingdom,GBR,1918,15.307972
United Kingdom,GBR,1919,5.921193
United Kingdom,GBR,1920,4.276101
United Kingdom,GBR,1921,3.6700826
United Kingdom,GBR,1922,2.791228
United Kingdom,GBR,1923,2.1114736
United Kingdom,GBR,1924,2.3177617
United Kingdom,GBR,1925,2.272325
United Kingdom,GBR,1926,2.4411325
United Kingdom,GBR,1927,1.9428804
United Kingdom,GBR,1928,1.9057691
United Kingdom,GBR,1929,1.8038299
United Kingdom,GBR,1930,1.9087831
United Kingdom,GBR,1931,1.7954075
United Kingdom,GBR,1932,1.5014876
United Kingdom,GBR,1933,1.7445104
United Kingdom,GBR,1934,2.6682842
United Kingdom,GBR,1935,2.6303802
United Kingdom,GBR,1936,3.0613947
United Kingdom,GBR,1937,4.8193016
United Kingdom,GBR,1938,7.6969104
United Kingdom,GBR,1939,16.902422
United Kingdom,GBR,1940,26.552347
United Kingdom,GBR,1941,29.829199
United Kingdom,GBR,1942,32.152115
United Kingdom,GBR,1943,37.234516
United Kingdom,GBR,1944,39.463596
United Kingdom,GBR,1945,38.598793
United Kingdom,GBR,1946,30.883062
United Kingdom,GBR,1947,12.889415
United Kingdom,GBR,1948,6.879697
United Kingdom,GBR,1949,6.5736175
United Kingdom,GBR,1950,4.923927
United Kingdom,GBR,1951,5.46312
United Kingdom,GBR,1952,7.0349903
United Kingdom,GBR,1953,7.205082
United Kingdom,GBR,1954,7.3517613
United Kingdom,GBR,1955,5.922529
United Kingdom,GBR,1956,6.3624926
United Kingdom,GBR,1957,6.735762
United Kingdom,GBR,1958,6.6005454
United Kingdom,GBR,1959,4.775893
United Kingdom,GBR,1960,5.264307
United Kingdom,GBR,1961,4.399692
United Kingdom,GBR,1962,4.566261
United Kingdom,GBR,1963,5.246017
United Kingdom,GBR,1964,5.064809
United Kingdom,GBR,1965,4.3494806
United Kingdom,GBR,1966,4.9109855
United Kingdom,GBR,1967,4.513583
United Kingdom,GBR,1968,4.274279
United Kingdom,GBR,1969,3.499268
United Kingdom,GBR,1970,3.4347727
United Kingdom,GBR,1971,3.7785206
United Kingdom,GBR,1972,3.927375
United Kingdom,GBR,1973,3.591125
United Kingdom,GBR,1974,3.8664348
United Kingdom,GBR,1975,4.094956
United Kingdom,GBR,1976,3.7752614
United Kingdom,GBR,1977,3.5822482
United Kingdom,GBR,1978,3.6856725
United Kingdom,GBR,1979,4.5432277
United Kingdom,GBR,1980,4.7847843
United Kingdom,GBR,1981,4.4533095
United Kingdom,GBR,1982,4.55127
United Kingdom,GBR,1983,4.142738
United Kingdom,GBR,1984,4.810055
United Kingdom,GBR,1985,4.0997157
United Kingdom,GBR,1986,4.107005
United Kingdom,GBR,1987,4.3161097
United Kingdom,GBR,1988,4.362074
United Kingdom,GBR,1989,4.0154967
United Kingdom,GBR,1990,3.8570683
United Kingdom,GBR,1991,3.93107
United Kingdom,GBR,1992,3.810776
United Kingdom,GBR,1993,3.1182947
United Kingdom,GBR,1994,3.671111
United Kingdom,GBR,1995,3.2300718
United Kingdom,GBR,1996,2.5901177
United Kingdom,GBR,1997,3.0884016
United Kingdom,GBR,1998,2.7661192
United Kingdom,GBR,1999,2.6233566
United Kingdom,GBR,2000,2.5701387
United Kingdom,GBR,2001,2.526168
United Kingdom,GBR,2002,2.3775802
United Kingdom,GBR,2003,2.5725963
United Kingdom,GBR,2004,2.7762446
United Kingdom,GBR,2005,2.9176626
United Kingdom,GBR,2006,2.737857
United Kingdom,GBR,2007,2.8413658
United Kingdom,GBR,2008,2.639434
United Kingdom,GBR,2009,2.5308454
United Kingdom,GBR,2010,2.4515681
United Kingdom,GBR,2011,2.706766
United Kingdom,GBR,2012,2.6624534
United Kingdom,GBR,2013,2.5137398
United Kingdom,GBR,2014,2.7255065
United Kingdom,GBR,2015,2.5221157
United Kingdom,GBR,2016,2.3511345
United Kingdom,GBR,2017,1.9026307
United Kingdom,GBR,2018,2.1841245
United Kingdom,GBR,2019,2.4074087
United States,USA,1816,1.5375452
United States,USA,1817,1.1808835
United States,USA,1818,1.0097502
United States,USA,1819,1.0101742
United States,USA,1820,0.7297464
United States,USA,1821,0.8076866
United States,USA,1822,0.6857456
United States,USA,1823,0.61668706
United States,USA,1824,0.66210085
United States,USA,1825,0.64161575
United States,USA,1826,0.73007596
United States,USA,1827,0.67329913
United States,USA,1828,0.68528557
United States,USA,1829,0.69229966
United States,USA,1830,0.77360046
United States,USA,1831,0.8376509
United States,USA,1832,0.7674363
United States,USA,1833,0.8886917
United States,USA,1834,0.7314342
United States,USA,1835,0.7185377
United States,USA,1836,0.82698363
United States,USA,1837,0.9399873
United States,USA,1838,0.77032137
United States,USA,1839,0.7733352
United States,USA,1840,0.8680289
United States,USA,1841,0.95993894
United States,USA,1842,0.7588015
United States,USA,1843,0.7410552
United States,USA,1844,0.9324862
United States,USA,1845,1.0426992
United States,USA,1846,1.6202853
United States,USA,1847,1.5652556
United States,USA,1848,1.5506657
United States,USA,1849,1.1397583
United States,USA,1850,0.8996404
United States,USA,1851,0.8868262
United States,USA,1852,0.82760835
United States,USA,1853,0.89976144
United States,USA,1854,0.8835572
United States,USA,1855,0.9660933
United States,USA,1856,0.95342004
United States,USA,1857,0.9990657
United States,USA,1858,1.016875
United States,USA,1859,1.282195
United States,USA,1860,1.9346638
United States,USA,1861,5.6870155
United States,USA,1862,9.620576
United States,USA,1863,10.250819
United States,USA,1864,9.373721
United States,USA,1865,3.313838
United States,USA,1866,2.2217298
United States,USA,1867,1.9915607
United States,USA,1868,2.0201862
United States,USA,1869,1.4246793
United States,USA,1870,1.0101746
United States,USA,1871,0.84351885
United States,USA,1872,0.8649243
United States,USA,1873,0.8955054
United States,USA,1874,0.6790145
United States,USA,1875,0.7778864
United States,USA,1876,0.75068295
United States,USA,1877,0.58139575
United States,USA,1878,0.58544207
United States,USA,1879,0.5615214
United States,USA,1880,0.4811845
United States,USA,1881,0.46207047
United States,USA,1882,0.5877884
United States,USA,1883,0.5086246
United States,USA,1884,0.48506624
United States,USA,1885,0.42848954
United States,USA,1886,0.42218602
United States,USA,1887,0.37840313
United States,USA,1888,0.44377005
United States,USA,1889,0.50759006
United States,USA,1890,0.4954396
United States,USA,1891,0.45064554
United States,USA,1892,0.5216444
United States,USA,1893,0.502298
United States,USA,1894,0.5113967
United States,USA,1895,0.58700204
United States,USA,1896,0.6934916
United States,USA,1897,0.9091885
United States,USA,1898,1.212563
United States,USA,1899,1.069337
United States,USA,1900,1.1518947
United States,USA,1901,0.8500437
United States,USA,1902,0.93251455
United States,USA,1903,0.95531803
United States,USA,1904,0.80702853
United States,USA,1905,0.9542854
United States,USA,1906,0.7904005
United States,USA,1907,0.9803562
United States,USA,1908,0.9157519
United States,USA,1909,1.016059
United States,USA,1910,0.9543028
United States,USA,1911,0.9026966
United States,USA,1912,0.77383304
United States,USA,1913,0.88207793
United States,USA,1914,0.82506484
United States,USA,1915,0.9120494
United States,USA,1916,1.2309886
United States,USA,1917,2.5703468
United States,USA,1918,5.2006826
United States,USA,1919,5.212182
United States,USA,1920,2.5661838
United States,USA,1921,2.0314324
United States,USA,1922,1.1885673
United States,USA,1923,1.0114611
United States,USA,1924,0.7313956
United States,USA,1925,0.7105418
United States,USA,1926,0.67511433
United States,USA,1927,0.64687854
United States,USA,1928,0.70692396
United States,USA,1929,0.7417178
United States,USA,1930,0.7836433
United States,USA,1931,0.8530056
United States,USA,1932,0.9948866
United States,USA,1933,1.0661515
United States,USA,1934,1.3397802
United States,USA,1935,1.1606699
United States,USA,1936,1.279041
United States,USA,1937,1.2638922
United States,USA,1938,1.4993262
United States,USA,1939,1.6481869
United States,USA,1940,2.4423249
United States,USA,1941,5.383759
United States,USA,1942,13.00975
United States,USA,1943,29.762295
United States,USA,1944,33.77744
United States,USA,1945,38.445976
United States,USA,1946,21.159252
United States,USA,1947,8.720274
United States,USA,1948,5.043562
United States,USA,1949,7.1614704
United States,USA,1950,7.1906977
United States,USA,1951,10.788124
United States,USA,1952,14.460151
United States,USA,1953,16.177788
United States,USA,1954,14.72839
United States,USA,1955,13.637051
United States,USA,1956,12.41033
United States,USA,1957,12.884156
United States,USA,1958,12.8950205
United States,USA,1959,11.779179
United States,USA,1960,9.122779
United States,USA,1961,10.725156
United States,USA,1962,10.260503
United States,USA,1963,9.441699
United States,USA,1964,9.384045
United States,USA,1965,9.586728
United States,USA,1966,8.369804
United States,USA,1967,9.1189165
United States,USA,1968,10.737213
United States,USA,1969,9.491161
United States,USA,1970,8.18976
United States,USA,1971,7.9847374
United States,USA,1972,7.239339
United States,USA,1973,6.829217
United States,USA,1974,5.650181
United States,USA,1975,6.0647335
United States,USA,1976,5.262426
United States,USA,1977,5.4567156
United States,USA,1978,4.7941527
United States,USA,1979,4.6154046
United States,USA,1980,5.0426917
United States,USA,1981,6.0068855
United States,USA,1982,6.31574
United States,USA,1983,6.8785334
United States,USA,1984,6.829524
United States,USA,1985,6.9772625
United States,USA,1986,6.270864
United States,USA,1987,6.601955
United States,USA,1988,5.9975557
United States,USA,1989,5.779819
United States,USA,1990,5.5142593
United States,USA,1991,4.7620115
United States,USA,1992,5.6976986
United States,USA,1993,4.8811226
United States,USA,1994,4.9361143
United States,USA,1995,4.5570326
United States,USA,1996,3.80672
United States,USA,1997,3.4158297
United States,USA,1998,3.6125202
United States,USA,1999,3.4575355
United States,USA,2000,3.3257258
United States,USA,2001,3.66646
United States,USA,2002,3.86586
United States,USA,2003,3.672795
United States,USA,2004,4.051542
United States,USA,2005,4.3120465
United States,USA,2006,4.5413795
United States,USA,2007,4.2205367
United States,USA,2008,4.716966
United States,USA,2009,5.2643614
United States,USA,2010,4.863429
United States,USA,2011,4.782453
United States,USA,2012,4.533307
United States,USA,2013,4.201547
United States,USA,2014,4.6147485
United States,USA,2015,3.8955727
United States,USA,2016,4.1464543
United States,USA,2017,4.483996
United States,USA,2018,4.2384267
United States,USA,2019,4.6193733